Uniprot,iBAQ A549_1,iBAQ A549_2,iBAQ A549_3,iBAQ GAMG_1,iBAQ GAMG_2,iBAQ GAMG_3,iBAQ HEK293_1,iBAQ HEK293_2,iBAQ HEK293_3,iBAQ HeLa_1,iBAQ HeLa_2,iBAQ HeLa_3,iBAQ HepG2_1,iBAQ HepG2_2,iBAQ HepG2_3,iBAQ Jurkat_1,iBAQ Jurkat_2,iBAQ Jurkat_3,iBAQ K562_1,iBAQ K562_2,iBAQ K562_3,iBAQ LnCap_1,iBAQ LnCap_2,iBAQ LnCap_3,iBAQ MCF7_1,iBAQ MCF7_2,iBAQ MCF7_3,iBAQ RKO_1,iBAQ RKO_2,iBAQ RKO_3,iBAQ U2OS_1,iBAQ U2OS_2,iBAQ U2OS_3
P35443;B7Z832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.949922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35520-2;P35520;C9JQE2;P35520-1;B7Z2D6;B7Z6W5;Q3LR94;Q96EH7;Q9NTF0,NaN,4.969872,4.424016,NaN,5.033021,4.363706,7.196176,7.676218,7.209247,6.925307,6.231444,6.895737,6.711123,6.243187,6.644665,4.946256,NaN,4.938985,7.312368,6.444232,5.999856,6.742537,7.197336,7.002123,7.070924,7.429833,7.345197,NaN,NaN,3.436846,6.346275,6.095692,6.739224
P35548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.190164,5.265243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35555;B4E3I6;Q75N88;Q75N89;Q9NP01,NaN,NaN,NaN,NaN,NaN,3.64557,NaN,NaN,NaN,4.67951,3.925843,4.689282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35556-1;P35556;Q8WYH1,NaN,NaN,4.047314,NaN,NaN,NaN,3.621062,NaN,3.928063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.793644,5.115077,5.584637
P35558;B4DT64,NaN,NaN,NaN,NaN,NaN,4.370624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35568,NaN,4.652024,4.747847,NaN,4.58064,4.021355,NaN,3.198575,NaN,NaN,NaN,NaN,3.93259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.294687,5.654706,5.55664,NaN,NaN,NaN,5.635946,5.135642,5.672661
P35573-1;P35573;P35573-3;P35573-2,5.001128,5.696889,5.03607,6.073352,6.478436,6.235124,6.332963,6.847079,6.573545,6.490591,5.924408,6.283686,6.042339,5.668675,5.815744,6.098955,5.309268,6.362954,6.284972,4.919518,5.745965,5.573243,6.254693,5.831428,5.606349,5.860757,5.602418,6.195817,6.010597,5.689744,5.796873,5.370661,6.368603
P35579-1;P35579;A8K6E4;B4E3S1;Q60FE2;Q86XU5;Q99529;P35579-2;Q2PS10;Q9UMJ0,7.728938,8.145165,7.486076,8.352241,8.739944,8.449154,7.632133,8.180155,7.747637,7.716262,7.436258,7.688598,6.966672,6.496916,6.639158,7.77312,7.216007,8.193625,7.300269,6.564038,6.229528,7.363575,8.101059,7.833007,7.278891,7.670413,7.52234,7.562126,7.283595,6.751702,8.1247,8.375572,8.791501
P35580-1;P35580;Q6PK16;Q9BWG0;Q9UMG3;P35580-3;B2RWP9;Q4LE45;P35580-2;Q149N4;Q15753;Q9UE82,6.342462,6.772608,6.300095,6.502154,7.178286,6.880299,7.217616,7.680453,7.263186,5.916833,5.54775,5.539176,6.930669,6.497662,6.682326,6.80058,6.22917,7.48948,7.264747,6.509606,5.614866,6.769052,7.545925,7.142452,6.161398,6.633064,6.442746,NaN,5.030964,NaN,6.513604,6.989508,7.175309
P35606;B4DZI8,6.960533,7.402089,6.745364,7.316914,7.754929,7.451725,7.354665,7.876305,7.55944,7.367822,6.918607,7.266655,7.40785,6.944488,7.095448,6.98171,6.095867,7.380718,7.31492,6.385034,6.38378,7.080338,7.525369,7.35784,7.410895,7.604809,7.511148,7.232183,6.683596,6.671617,7.305932,7.197198,7.612084
P35609;B1ANE4;B2RCS5;B7Z2N5;B7Z4K1;B7Z4P6;B7Z4P8;B7Z4V1;Q59FD9,2.894737,NaN,NaN,NaN,NaN,4.048053,3.858062,3.921213,NaN,3.292522,5.544824,NaN,NaN,NaN,4.440027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.06989,NaN,NaN,4.884206,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35610;A8K3P4;B4DFD8;B4DU95;B7ZAT6;B1APM4,6.275772,6.179063,3.646051,6.3807,6.616097,6.608686,6.537467,7.124276,6.873373,6.813387,6.413216,6.592199,6.050921,5.833638,6.120771,6.205448,5.508651,6.753782,6.43621,5.262498,5.531364,5.822946,6.59221,5.877446,5.99977,5.943969,6.19852,6.363687,5.770175,5.287488,6.157699,6.534343,7.097049
P35611-3;P35611;P35611-1;A2A3P0;A2A3N8;B4DI79;B4DPW4;P35611-2;Q16155;Q4TT76;Q86XM2;Q96D30,5.968805,5.503546,6.181558,6.616958,6.747606,6.573208,6.655388,7.110893,6.86745,5.663701,NaN,6.041393,6.514601,6.06198,6.039136,5.91475,5.74201,6.642148,6.675109,5.864689,5.188788,5.961744,6.512911,6.37328,5.567368,NaN,4.749381,NaN,NaN,NaN,6.622711,6.462008,6.941248
P35612-1;P35612;Q05DK5;Q96HD4;P35612-3;P35612-4;B4DM17;C9JF93;P35612-2;C9JTM0,5.651298,5.89142,4.839132,5.501196,5.893817,5.890343,5.955043,6.328482,6.214261,NaN,NaN,NaN,NaN,NaN,NaN,4.469925,3.677196,5.057552,6.436894,5.687627,4.758549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.874911,5.01649,5.684836
P35613-1;P35613;B4DNE1;P35613-2;B4DY23;Q54A51;A6NJW1,6.617378,6.9243,7.237443,7.53395,7.92343,8.007363,7.830858,8.114544,7.846813,7.906513,7.360025,7.951114,7.635936,6.843725,6.998456,7.143015,6.505055,7.584252,7.836881,6.754707,6.177969,7.397714,8.070629,7.740529,7.145041,7.244129,7.357859,7.153754,7.261358,6.275726,7.355222,7.448567,7.718676
P35625;B4DNZ4;Q6LEP5;B1AJV7,NaN,NaN,NaN,6.591943,6.904559,6.171405,NaN,NaN,NaN,NaN,NaN,NaN,5.952856,NaN,5.901474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35626;A8K869;Q8N433,NaN,NaN,NaN,NaN,NaN,NaN,4.603772,4.807927,4.344589,NaN,NaN,NaN,NaN,NaN,3.765631,6.100474,5.090293,6.430784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.51967,NaN,5.119289
P35637-2;P35637;P35637-1;Q13344;B4DR70;A6NMX6,7.723488,7.974226,7.278548,7.618195,7.864018,7.609093,7.968997,8.386195,8.156882,8.01603,7.655724,7.660344,7.752286,7.288339,7.603469,7.706419,7.067592,7.922357,7.908978,7.181443,6.215638,7.543174,8.021851,7.815611,7.679891,8.095657,7.933836,7.702689,7.385141,6.168969,7.802473,7.957445,8.335338
P35658-3;P35658;B4DYZ6;B4DZN4;B7ZAV2;B7ZAX0;Q5JUP9;Q7Z3C4;P35658-4;P35658-5;P35658-1;P35658-2,5.765177,6.202761,6.131523,5.904283,6.396356,6.249247,6.326213,6.930399,6.509149,6.410895,5.992487,6.496071,5.945985,5.410203,5.793182,5.330779,4.527024,6.147552,7.129077,6.396931,6.135927,5.9988,6.63362,6.597553,6.149743,6.309396,6.420467,6.223963,5.612254,5.758821,6.440972,6.277838,6.903068
P35659;B2R6K6;B4DNW3;B4DFG0;B4DN37,7.039176,7.506424,5.871579,7.286479,7.580925,7.264322,7.480525,7.914734,7.514853,7.365619,7.114811,7.258493,7.29354,6.733719,6.818483,7.386231,6.424016,7.476556,7.06472,6.496016,6.120706,7.058957,7.476092,7.318251,7.3365,7.547356,7.447948,7.341771,7.286389,5.876962,6.923208,7.111397,7.533988
P35670-1;P35670;B7ZLR2;B7ZLR4;P35670-4;B7ZLR3;P35670-3;A6YQZ1;P35670-2;Q9GZP5;A6N865;A6YQZ0;Q17RT3,NaN,NaN,NaN,NaN,NaN,3.521883,NaN,NaN,NaN,NaN,NaN,NaN,5.294179,4.685267,5.008046,NaN,NaN,NaN,NaN,NaN,4.602158,NaN,4.480223,3.959819,NaN,NaN,NaN,NaN,NaN,3.567967,NaN,3.854616,NaN
P35680-1;P35680;B4DPL6;Q6FHW6;P35680-2;P35680-3,NaN,5.62713,4.957804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35716;Q05CH0,5.002598,NaN,NaN,NaN,NaN,NaN,5.298656,6.124732,5.117603,NaN,NaN,NaN,NaN,NaN,NaN,5.402433,NaN,5.565399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.404748,NaN,5.313403
P35754,6.557724,6.782666,NaN,6.851319,7.196508,6.619865,NaN,6.73977,6.430672,NaN,5.520352,6.43621,7.529751,6.524189,7.252635,7.191144,6.242765,7.709897,NaN,NaN,5.079651,5.346236,NaN,6.328217,NaN,5.369791,5.89722,7.93585,7.21072,6.418152,6.779033,5.964222,7.823037
P35790-1;P35790;P35790-2,4.639885,5.7285,3.927201,NaN,4.962284,5.304426,NaN,5.819004,5.789489,NaN,4.416324,5.471673,5.778679,4.80999,5.746073,NaN,NaN,4.351661,NaN,NaN,4.209435,NaN,NaN,NaN,4.483516,5.86172,4.762806,4.796443,3.870778,5.617567,NaN,NaN,5.605262
P35813-2;P35813;Q5JB49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.410946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P35869;A4D130,4.120968,NaN,4.8182,6.271981,6.735263,6.409104,4.231266,5.53395,NaN,NaN,NaN,4.806756,4.52264,4.076021,5.062995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.821448,NaN,4.276967,4.945833,NaN,NaN,NaN,NaN,NaN,NaN
P35914;B1AK13;Q6IBC0;A6NMQ0,5.782809,4.613736,5.887702,6.946496,6.994792,6.952085,NaN,6.379305,5.877135,NaN,4.154302,4.434936,6.453441,5.866589,6.389131,5.795164,NaN,6.359873,NaN,NaN,5.296577,6.679482,7.380772,7.283278,5.91194,5.867444,5.789982,6.701672,5.944068,5.714422,5.87642,4.338536,6.402726
P35998;A4D0Q1;B7Z571;B7Z5E2;Q3LIA5;Q75L23,7.036748,7.469807,6.476527,7.401917,7.76697,7.525226,7.490296,7.994256,7.667826,7.230449,7.121133,7.533302,7.411249,7.008558,7.210131,7.092826,6.456973,7.60455,7.519395,6.8572,6.074268,7.176815,7.679973,7.524863,7.570963,7.932753,7.848109,7.546185,7.098644,6.270819,7.670654,7.752594,8.127655
P36021;B1ALU8,4.517592,NaN,5.766272,6.324385,NaN,6.030276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36383;Q5H9P2,NaN,NaN,NaN,NaN,5.68,4.905499,NaN,NaN,NaN,NaN,4.380446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.716162,NaN
P36402-3;P36402;P36402-11;P36402-7;B7WNT5;C9JKL7;P36402-1;P36402-4;P36402-12;P36402-15;C9IZK2;P36402-13;P36402-2;P36402-8;P36402-16;P36402-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.705838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.85312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.403412,NaN,NaN,NaN
P36402-5;P36402;P36402-6;B3KQ75;B3KSI6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.551145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36402-9;P36402;P36402-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.599599,NaN,6.265596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36404;Q53YD8;B4DGG0,6.691409,6.814141,6.391411,6.389184,6.760543,6.782207,6.801143,6.896471,7.191675,6.44576,5.860859,6.038183,5.510706,5.873013,6.247286,6.708447,NaN,6.881727,6.875808,5.674512,5.611585,6.840702,7.633883,7.267453,6.665656,6.189995,6.979471,6.547085,5.899076,5.459619,6.697996,6.20431,7.267711
P36405,6.82275,7.44523,5.528364,7.221467,7.803082,7.289165,6.90297,7.578352,7.226497,6.796879,6.06748,6.712077,6.384102,6.353127,6.529969,6.411283,6.228323,7.281987,6.223782,NaN,5.591376,6.793113,7.605542,7.396217,6.908549,7.41246,7.209139,6.35723,6.461888,4.695333,6.999774,7.312346,7.748754
P36507;Q7Z370;B3KS97,6.599228,6.989913,5.910101,6.75732,7.304124,6.988942,7.247507,7.607176,7.156519,6.98409,6.625498,7.002469,6.629134,6.233859,6.375261,6.913241,6.239825,7.028978,6.961051,6.404714,5.713827,6.625878,7.278388,7.163609,6.888494,7.242591,7.002943,6.784917,6.566166,5.526158,7.064233,6.997019,7.450603
P36537;Q53GQ9;Q53GU2;B4DPP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.99567,4.43664,4.517434,NaN,NaN,5.90303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36542-1;P36542;Q6I9V2;Q8TAS0,7.368026,7.681621,6.422327,7.572953,7.914782,7.467416,7.426544,7.984496,7.505733,7.766599,7.431734,7.508557,7.675054,7.246228,7.318835,7.630936,7.061452,7.572965,7.640263,6.846269,6.727053,7.729002,8.30272,8.242417,7.472288,7.782186,7.770617,7.63491,7.175975,7.021231,7.279667,7.298919,7.894809
P36542-2;P36542;B4DFE6;B4DL14,NaN,NaN,NaN,NaN,NaN,5.223652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.800147
P36543;Q53Y06;A8MUE4;A8MUN4;C9J8H1,6.599948,6.805059,4.67663,7.217878,7.199837,7.438384,7.224611,7.785885,7.532844,6.663032,5.769665,6.735527,7.131683,6.623384,6.589,7.042733,6.217379,7.156519,7.402416,6.652672,5.52247,6.802377,7.185514,7.126554,6.897973,6.646443,7.193987,6.945897,6.724923,5.597794,6.912727,6.851173,7.646796
P36551;B4DSD5,6.358354,7.017826,5.555506,6.60428,7.038302,6.53075,7.137386,7.536242,7.204798,6.705093,5.831978,6.443748,7.03575,6.492146,6.580549,6.37676,5.768779,6.539766,6.955158,6.581187,5.794034,6.755013,7.35432,7.022222,6.609776,6.92627,6.75929,6.884257,6.892768,6.361615,6.925116,6.934867,7.570017
P36578;B4DFI6;Q53G74;Q59GY2;B4DMJ6;B4DMJ2,8.018743,8.442824,7.711191,8.162235,8.533378,8.08479,8.243658,8.732901,8.406029,8.311181,8.007321,8.13306,8.181272,7.825082,7.797607,7.874743,7.448165,8.062206,8.190696,7.618561,7.157517,7.96048,8.699621,8.419774,8.142327,8.568096,8.547344,8.24025,7.956197,7.135037,8.067852,8.248488,8.634044
P36639-1;P36639;P36639-2;A4D205;P36639-3;P36639-4;Q7Z7N6,6.368696,6.666378,4.913872,6.571243,7.170526,7.016281,6.28434,7.116375,6.561852,6.32529,5.663475,6.724865,NaN,NaN,NaN,6.912164,6.281147,7.291147,6.410288,5.689087,5.360991,4.750416,6.631708,5.954262,6.831044,7.058844,7.016114,6.430768,5.873344,5.085469,7.049722,7.239275,7.764662
P36776;B3KPH8;B3KU28;B3KXS5;B4DPX0;Q2VPA0;Q8N8K8;A4VCH6,6.521975,6.896306,6.26609,6.808326,7.199261,6.795748,6.927293,7.448969,7.069113,7.300117,6.92945,7.104897,6.912238,6.611012,6.654167,6.610522,6.073938,7.039097,7.098471,6.416823,6.1854,7.487421,8.09975,7.961236,6.567521,6.770889,6.916912,7.32385,6.981003,6.52612,6.306768,6.438226,6.831287
P36871-1;P36871;B4DDQ8;B4DFP1;B4DPV0;Q9H1D2;P36871-2;B7Z6C2;Q16106,6.867049,7.243162,6.292035,7.492132,7.872057,7.61362,7.212773,7.789517,7.413082,7.588798,7.305588,7.640392,7.470043,7.077877,7.280305,7.005995,6.429865,7.423459,4.853692,NaN,3.893701,6.986333,7.592232,7.48531,5.724186,6.321226,6.282962,6.869161,6.380663,5.587104,7.037865,7.334313,7.580058
P36873-2;P36873;P36873-1;B4DNE3;Q9UPN1,6.097986,6.704905,6.241397,6.201752,6.900203,6.584761,6.61974,7.118926,6.218115,6.026329,6.250834,6.390175,6.080987,5.731943,5.850469,6.317374,5.833962,6.333488,6.63797,5.267195,4.816056,6.30833,6.865572,6.823239,6.323768,6.875542,6.648526,6.525951,5.922632,NaN,6.634255,6.795811,7.194403
P36888;B7ZLT7;Q5VTU6;Q99815,NaN,NaN,NaN,NaN,NaN,5.448505,5.27219,5.716613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36894;B5BUG9,NaN,NaN,5.004278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36897;A6MIV6;A6MIV7;B4DXN7;B4DY26;Q5T7S2;Q706C0;Q706C1;Q6IR47,NaN,NaN,4.019324,NaN,NaN,NaN,NaN,NaN,NaN,5.705684,5.188563,6.177796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.569315,NaN,NaN,NaN,4.827569,4.94244,NaN,NaN,NaN,3.701145,NaN,NaN,NaN
P36915-1;P36915;B0S838;B4DYK6;B7ZAS6;Q6P458;P36915-2;B4DNS8;A8MPZ0;Q96QB8;B4DWZ0,5.304318,6.025388,4.863674,6.171493,6.745855,6.272723,6.501607,6.98526,6.632538,6.54969,6.302461,6.407578,6.646551,6.239399,6.471834,6.767534,6.135324,7.010936,6.268016,5.400728,5.457927,5.603826,6.980076,6.376614,6.666958,7.199152,6.617199,6.826373,6.570461,6.010215,6.737821,6.869261,7.099957
P36941;B3KTD9;B7Z1D2;Q75UT6,4.398877,5.25042,5.615477,6.258877,NaN,5.607444,5.820838,NaN,6.202052,5.832745,4.795685,6.159657,NaN,NaN,NaN,NaN,NaN,5.618414,5.071366,NaN,NaN,NaN,5.612254,NaN,5.142076,6.13906,5.816804,NaN,NaN,3.28769,NaN,NaN,NaN
P36952-1;P36952;B4DWS9;P36952-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.548402,7.11411,7.504661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.348402,6.407272,5.745426,NaN,4.670719,4.996358,NaN,NaN,NaN,4.979334,NaN,6.001777
P36954,NaN,6.411822,6.600526,NaN,5.584162,5.254137,6.601658,6.811401,6.647295,NaN,5.111027,6.470895,NaN,5.37153,NaN,NaN,NaN,6.275979,6.178776,5.561996,NaN,NaN,6.048481,4.823142,NaN,6.516271,4.711976,NaN,5.419774,4.965611,5.05557,6.327093,6.254766
P36955;Q2TU83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.181929,5.896631,6.130334,4.57337,NaN,5.481887,5.27351,4.968889,4.408274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36957;B7ZAZ8;Q6IBS5,6.844595,7.433466,7.043637,6.40202,7.230602,6.876437,6.904753,7.609541,6.977746,6.498504,6.608023,6.796318,7.090435,6.963221,7.219689,6.752348,6.20534,6.758549,6.237142,5.747645,5.160348,7.362746,7.800704,7.766353,7.207338,7.490155,7.189659,7.095204,6.542937,5.504158,6.9776,7.213836,7.439491
P36959,NaN,NaN,NaN,5.027309,5.51407,5.198987,NaN,NaN,4.848312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.505923,4.001128,5.394066,NaN,NaN,NaN,NaN,NaN,NaN,6.220134,6.293451,4.775589,NaN,NaN,NaN
P36969-1;P36969;Q6PI42;Q6PJX4;P36969-2,5.27012,6.215796,5.167878,6.103427,6.540117,6.309311,7.003848,7.112437,7.055302,6.307154,6.337399,6.787439,5.889918,5.888516,5.856143,6.828647,6.03282,7.163489,6.538574,NaN,4.919659,6.733053,7.3284,7.039136,6.742214,6.798354,6.74534,NaN,NaN,NaN,6.525563,6.653733,7.131458
P37059;Q53GD0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.801411,NaN,NaN,NaN,5.875796,6.189322,5.890052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P37108,7.079543,7.331609,7.471409,7.152594,7.700721,7.351081,7.645118,8.232691,7.843824,7.544304,7.145196,7.73058,7.426332,6.961141,7.091807,7.620625,7.043008,7.968086,7.760498,7.283165,7.215029,7.723833,8.294686,8.108192,7.58599,7.530354,7.61219,7.590195,7.188591,7.184464,7.340682,7.412981,8.128367
P37173-2;P37173;B4DTV5;P37173-1;A3QNQ0;B4E2S6;C9J1V8,4.64368,5.209836,3.955909,4.387835,5.50345,4.844726,NaN,NaN,NaN,NaN,NaN,NaN,6.187436,5.458774,5.93858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.988041
P37198;Q8WYU3,6.79836,7.360177,5.92717,6.79565,7.408223,7.088986,7.124211,7.626689,7.285872,7.236689,6.693331,7.008898,6.97998,6.446785,6.592488,6.957885,6.303477,7.552133,7.091807,6.045245,6.839666,6.743713,7.5389,7.163907,6.847634,7.209461,6.941556,7.094646,6.695727,6.717487,6.861236,7.040761,7.533619
P37231-1;P37231;Q86WD1;B6ZGS2;Q53EW1;P37231-2,NaN,NaN,4.214791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.490408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P37235;O75544;Q6FGY1;Q68CP5;P84074;Q5U068,6.587296,7.42236,6.566013,7.349821,7.8382,7.043166,5.652024,6.898083,6.380356,6.879004,6.787992,6.690267,6.513044,6.570251,6.71841,6.778629,6.313635,6.837203,6.021727,5.129786,5.134273,5.905958,6.790334,6.395291,6.776999,7.325475,7.233631,6.987062,6.46663,6.000824,6.157336,6.698735,6.995609
P37268;B3KQ95;B4DND3;B4DT56;B4DTK0;B7Z1J3;B7Z9R8;Q6IAX1;B4DJE5,6.757373,7.012753,5.202161,7.538222,8.038898,7.393943,6.215135,7.071882,6.68058,6.577343,5.969244,6.291013,7.060396,6.685043,6.579692,7.499811,6.992955,7.755723,6.966986,5.919894,6.063709,5.993762,6.64072,6.339352,7.016114,7.250225,7.12814,4.887111,NaN,4.602993,6.490408,6.830884,7.396443
P37287-1;P37287;B2RCE0;B4E0V2;B4E275,NaN,5.512644,NaN,4.563552,5.337399,4.986373,5.393207,5.576837,5.398877,4.549322,4.849585,5.604669,4.10209,NaN,3.959342,NaN,NaN,NaN,NaN,3.914423,4.546974,NaN,4.822939,3.781619,NaN,5.625868,4.81304,NaN,NaN,4.820096,NaN,NaN,4.667705
P37802,8.066512,8.443295,7.723349,8.449324,8.834725,8.323644,7.989592,8.64554,8.168615,8.125351,7.839403,7.97506,5.72927,6.120146,6.049644,7.589011,7.149866,7.802876,7.938965,7.285647,6.205421,7.080446,7.57322,7.282645,7.964316,8.425567,8.366516,7.346059,6.813354,5.588955,8.411384,8.608922,8.912976
P37837;B4DID5;Q8WZ45;Q9UMF8,7.765222,8.235907,7.399674,7.984874,8.36237,7.825232,7.799857,8.371197,8.076822,7.823311,7.556905,7.503723,7.8327,7.576595,7.592688,7.754692,7.074963,7.554113,8.059979,7.396461,5.925915,7.873925,8.503668,8.339153,7.857863,8.218798,7.983802,7.8491,7.265549,5.809607,7.469763,7.885061,8.250347
P37840-1;P37840;P37840-2;Q4W5L2;Q6QBS3;P37840-3,NaN,NaN,NaN,NaN,NaN,NaN,5.98482,6.552206,6.517632,5.36838,NaN,5.694947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38117-1;P38117;A8K766;P38117-2,7.541592,7.992191,7.268437,7.484229,7.813247,7.558709,7.87007,8.040603,7.930969,7.737328,7.603588,7.667658,8.030721,7.863614,8.002468,7.518961,6.976621,7.692168,7.771639,7.178833,6.316159,8.213704,8.816725,8.701879,7.653328,8.107786,7.907782,7.667583,7.083359,6.267007,7.602776,7.59322,8.131971
P38159;B4E352;B3KRG5;Q8N8Y7,7.357401,7.825062,7.859637,7.415123,8.021024,7.474638,7.792623,8.423836,7.941561,7.677799,7.633327,7.77572,7.240549,6.771323,7.059071,7.437212,6.913406,7.79816,7.690825,7.246597,6.499508,7.370347,8.031368,7.842216,7.537706,7.927689,7.789708,7.41293,6.725152,6.128722,7.617839,7.685043,8.027635
P38398-2;P38398;P38398-1;Q3LRH8;Q3LRJ6;Q5XLT4;P38398-4;Q05BZ9;Q5YLB2;Q7Z606;P38398-3;B4DES0;P38398-5;Q5U3B7;Q6IN79;C6YB45;C6YB47;Q7KYU6;Q8IZK2;Q8IZK4;Q9NQR3;Q6P671;Q3B890;Q3B891,3.663748,NaN,4.274527,NaN,NaN,3.721794,4.612794,5.058122,5.148942,3.676913,NaN,3.789256,NaN,NaN,NaN,3.418782,NaN,4.041314,4.375426,NaN,3.937738,NaN,NaN,NaN,3.613006,NaN,3.57483,NaN,NaN,NaN,NaN,4.151462,4.512471
P38432,5.372249,6.217062,5.974277,5.559296,6.250371,5.760437,6.400935,6.826489,6.428928,6.40654,5.571523,6.015695,5.683254,5.292699,5.350655,5.233529,4.962455,5.111766,6.41288,5.607444,5.787028,5.718958,6.364626,5.918177,6.157699,6.546728,6.306039,5.217563,5.128529,4.839949,5.595188,5.980685,6.534293
